66,American Wildburger,1234 N. Halsted Street 60642,41.9045861111,-87.6486194444,2,18077315,https://www.zomato.com/chicago/american-wildburger-lincoln-square?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",0,0,
68,Adelle's Fine American Fare,"535 W. Liberty Drive, Wheaton 60187",41.8640596000,-88.1135075000,4,16751252,https://www.zomato.com/chicago/adelles-fine-american-fare-wheaton?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16751252_RESTAURANT_4a10b07ee1ed0e5884e4017afe8bddb0_c.jpg,4.0,172,
55,Shinto Japanese Steakhouse & Sushi Lounge,"504 N. Route 59, Suite 116, Naperville 60563",41.7797623000,-88.2045111000,3,16751897,https://www.zomato.com/chicago/shinto-japanese-steakhouse-sushi-lounge-naperville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",3.9,180,
60,Akai Hana Japanese Restaurant,3223 Lake Avenue 60091,42.0791055556,-87.7557611111,2,16751490,https://www.zomato.com/chicago/akai-hana-japanese-restaurant-wilmette?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16751490_RESTAURANT_a0490b2162c9e0a854654fcf5ed60103_c.jpg,3.9,133,
64,American Tap,"701 W. Lake Street, Addison 60101",41.9397888889,-88.0073777778,2,18083676,https://www.zomato.com/chicago/american-tap-1-addison?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",0,1,
67,Redstone American Grill,"13 Lincoln Court, Villa Park 60181",41.8471527778,-87.9831083333,3,16748351,https://www.zomato.com/chicago/redstone-american-grill-villa-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16748351_RESTAURANT_dcd616c9df96045c77f668b2dad7ebcd.jpg,3.7,114,
70,Las Tablas South American Steak House,2942 North Lincoln Avenue 60657,41.9353111111,-87.6627666667,3,16735806,https://www.zomato.com/chicago/las-tablas-south-american-steak-house-lakeview?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",3.6,70,
71,Thai Thai,"475 Lake Cook Road, Northbrook 60015",42.1505305556,-87.8390888889,2,16752432,https://www.zomato.com/chicago/thai-thai-northbrook?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",3.6,63,
76,Thai 55th Restaurant,1607 E 55th Street 60615,41.7951972222,-87.5863111111,2,16738962,https://www.zomato.com/chicago/thai-55th-restaurant-hyde-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",3.8,103,
72,Thai Thai Restaurant,"3922 N Elston Avenue, Chicago 60618",41.9521749000,-87.7174630000,2,16738988,https://www.zomato.com/chicago/thai-thai-restaurant-irving-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",3.5,31,
